OccurrenceID,GUID,Herbarium,Collection,Dataset,Accession,Catalog,Barcode,Other Catalog Numbers,Information Withheld,Basis of Record,Family,Accepted Name,Scientific Name,Notho Genus,Genus,Notho Species,Specific Epithet,Specific Authors,Infraspecific Rank,Notho Infraspecies,Infraspecific Epithet,Infraspecific Authors,Hybrid Symbol,2nd Notho Genus,2nd Genus,2nd Notho Species,2nd Specific Epithet,2nd Specific Authors,2nd Infraspecific Rank,2nd Notho Infraspecies,2nd Infraspecific Epithet,2nd Infraspecific Authors,Cultivar,Name Qualifier,Qualifier Position,Type Specimen?,Type Status,Specimen Notes,Phenology,Origin,Cultivated?,Imaged?,Site Number,Collector,Collector Number,Other Collectors,Day Collected,Month Collected,Year Collected,Verbatim Collection Date,Country,State or Province,County,Locality,Site Description,Verbatim Elevation,Minimum Elevation in Meters,Maximum Elevation in Meters,Verbatim Coordinates,Decimal Latitude,Decimal Longitude,Valid LatLng,Geodetic Datum,Coordinate Uncertainty in Meters,Georeferenced By,Georeference Sources,Georeference Remarks,,,,,,,,,,,,,,,
2164205,be2bf1e1-aa63-4d2c-99f5-7d4b427cfb21,PSM,Vascular Plants,,10625,10625,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,"Growing solitary or in clumps of 2-5 on moist, organic soil, full bloom – yellow bracts, Stem and upper surface of leaves tinged red/purple.",,,N,Y,,Sydne Record,,,18,7,2002,,U.S.A.,Washington,Pierce,"Upper Spray Park ca. 350 m S of Wonderland Trail, Mount Rainier National Park.","Low, alpine meadow dissected by streams and a pond formed by late snowmelt drainage. 30° slope SW.",1950 m.,1950,,"46° 55.112' N,  121° 49.095' W; 590179E, 5196703N; T16N, R8E, S23",46.917876,-121.819331,Y,WGS84,174,Gary W. Shugart,lat/long in locality,comments: http://georeferencing.org/georefcalculator/docs/GeorefGuide.html, Upper Spray Park, Locale, Pierce,46.9179,-121.8193,"extent 0.1 mi""""",,,,,,,,,
3528789,77314d89-73ad-4c76-beb9-5bb8babf1f99,MORA,Vascular Plants,,MORA-00390,MORA   14944,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,"Roots, Stem, Leaves, And Flowers. Professor Katherine Glew, University Of Puget Sound, Slater Museum Of Natural History - Field Season 2002; Det. Record, Sydne : Verbatim name provided: Pedicularis __ __rainierensis.",,,N,Y,,Sydne Record,SR0702-7,,18,7,2002,7/18/02,U.S.A.,Washington,Pierce,Upper Spray Park Ca. 350 M S Of Wonderland Trail [Mount Rainier National Park],"Low, Alpine Meadow Dissected By Streams And A Pond Formed By Late Snowmelt Drainage. Growing Solitary Or In Clumps Of 2-5 On Moist, Organic Soil. Full Bloom- Uellow Bracts. Stem And Upper Surface Of Leaves Tinged Red/Purple.",1950 m.,1950,,"46° 55.72' N,  121° 49.16' W; T.16N __R.8E __Sec.23",46.928667,-121.819333,Y,,,,,,,,,,,,,,,,,,,,
27058,bfcf945a-75d2-4c08-88e2-62c4274f874d,WTU,Vascular Plants,,353361,,WTU-V-027677,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,Florence E. Caplow,9762,Kathryn A. Beck,13,8,1997,,U.S.A.,Washington,Pierce,"Crystal Mountain, Mount Baker-Snoqualmie National Forest.","Open, fairly dry northeast facing meadow, with Lupinus. Aspect: 45 degrees, slope 30%. Associated species: Vaccinium deliciosum, Lupinus polyphyllus, Luetkea pectinata, Luzula hitchcockii, Antennaria lanata, Carex nigricans, Carex spectabilis. In sandy, organic soil.",6300 ft.,1921,,T17N R10E S23 SW 1/4 of SW 1/4 R ,46.9437,-121.5051,Y,NAD 27,805,Ben Legler,TRS2LL,,,,,,,,,,,,,,,,
2977176,48a52f48-ac56-4397-a430-1b07e5eb468a,WTU,Vascular Plants,,353443,,WTU-V-027577,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,Florence E. Caplow,97066,Kathryn A. Beck,16,8,1997,,U.S.A.,Washington,Pierce,"Crystal Mountain, Mount Baker-Snoqualmie National Forest.","Very rocky steep northeast facing heather slopes between strips of talus and north facing partially forested slopes. Aspect: 45 degrees, Slope 70%. Associated species: Phyllodoce empetriformis, Vaccinium deliciosum, Festuca viridula, Lupinus polyphyllus, Carex spectabilis, Antennaria lanata.",6200 ft.,1890,,"T17N R10E S23, SE 1/4",46.928161,-121.50452,Y,WGS 84,1000,Crystal Shin,GeoLocate,,,,,,,,,,,,,,,,
24605,6de18305-a4e3-4740-9f22-60f705e26cfe,WTU,Vascular Plants,,351548,,WTU-V-027684,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,Alison Colwell,96-WA-VTP-3,John Myers,15,8,1996,,U.S.A.,Washington,Pierce,"Mount Rainier National Park, Van Trump Park.",Alpine meadow.,5576 ft.,1700,,T15N R8E S10 SE 1/4,46.8008,-121.7871,Y,NAD 27,805,Ben Legler,TRS2LL,,,,,,,,,,,,,,,,
16016,0d699141-1d4a-42c6-9c3b-0e47399b33c8,WTU,Vascular Plants,,325590,,WTU-V-027693,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,Growing underneath shrubs and saplings.,Flowers,Native,N,Y,,L. Potash,s.n.,,23,6,1992,,U.S.A.,Washington,Pierce,"Lonesome Lake, Mount Baker-Snoqualmie National Forest.","Forest edge at southwest end of lake. With Rhododendron albiflorum, Phyllodoce empetriformis, Arnica latifolia, Erythronium montanum, and saplings of Chamaecyparis nootkatensis.",4800 ft.,1463,,,47.00694,-121.6625,Y,WGS 84,10000,WTU Staff,GeoLocate,,,,,,,,,,,,,,,,
3528508,ae5f7e0f-5778-45a4-9b98-c3564b978b91,MORA,Vascular Plants,,MORA-00242,MORA   10144,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,"1 Specimen With Stems, Leaves, Flowers And Roots.; Det. Watson, W.C. : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,,N,N,,W.C. Watson,789,,4,8,1988,8/4/88,U.S.A.,Washington,Pierce,Sunrise Ne Of Hidden Lake Along N.P.S. Maintained Trail [Mount Rainier National Park],Small Intermittent Waterway Traversing A Dry Open Meadow,5850 ft.,1784,,,46.94375,-121.593063,Y,WGS 84,500,Arnie Peterson,Digital Map,,,,,,,,,,,,,,,,
3528534,914f14ca-3bc6-4ec5-8bdb-3340f6c4a8ec,MORA,Vascular Plants,,MORA-00242,MORA   10170,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,"1 Specimen With Stems, Leaves, Flowers And Roots.; Det. Watson, W.C. : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,,N,N,,W.C. Watson,786,,3,8,1988,8/3/88,U.S.A.,Washington,Pierce,"Paradise, Marmot Hill Along Skyline Trail [Mount Rainier National Park]","Open Meadow, Sw Facing Slope",6150 ft.,1875,,,46.79771,-121.73563,Y,WGS 84,500,Arnie Peterson,Digital Map,,,,,,,,,,,,,,,,
3528226,42987b6f-a8b3-4ad0-8006-44dc20724a2d,MORA,Vascular Plants,,MORA-00155,MORA    9748,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,"2 Specimens With Stems,Leaves,Flowers And Roots.; Det. Main, F.C. 1978 : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,,N,N,,F. C. & Kell Main,,,3,8,1978,8/3/78,U.S.A.,Washington,Pierce,Meadows Around Palisades Lakes Area [Mount Rainier National Park],,5700 ft.,1738,,,46.952029,-121.591242,Y,WGS 84,500,Arnie Peterson,Digital Map,,,,,,,,,,,,,,,,
1950200,61665e6d-eff3-43c9-afd7-7532607fc548,PLU,Vascular Plants,,4784,,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,,Flowers,,N,Y,,Creso,5-756,H.C. Lerass,3,9,1975,,U.S.A.,Washington,Pierce,"Mount Rainier Nat'l Park, Klapatche.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161013,0b75af76-ac98-40b3-8848-7a67cd31c2a7,PSM,Vascular Plants,,7820,7820,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,,,,N,Y,,Irene Creso,5-756,H. C. Leraas,3,9,1975,,U.S.A.,Washington,Pierce,Klapatche Park; Mount Rainier National Park.,,,,,,46.834552,-121.873157,Y,NAD83,174,Gary W. Shugart,GNIS,comments: http://georeferencing.org/georefcalculator/docs/GeorefGuide.html, Klapatche Park, Park, Pierce,46.8346,-121.8732,"extent 0.1 mi""""",,,,,,,,,
2161014,8d05b12c-72ee-4dd8-a927-8bd6ae938f0e,PSM,Vascular Plants,,7821,7821,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,,,,N,Y,,Irene Creso,5-709,,22,8,1975,,U.S.A.,Washington,Pierce,Spray Park; Mount Rainier National Park.,,,,,,46.915385,-121.825657,Y,NAD83,947,Gary W. Shugart,GNIS,comments: http://georeferencing.org/georefcalculator/docs/GeorefGuide.html, Spray Park, Flat, Pierce,46.9154,-121.8257,"extent 0.58 mi""""",,,,,,,,,
2161015,5d13d487-f006-4bf8-8b5d-ed18d40946ec,PSM,Vascular Plants,,7822,7822,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,,,,N,Y,,Irene Creso,5-696,Zulauf,22,8,1975,,U.S.A.,Washington,Pierce,Spray Park; Mount Rainier National Park.,,,,,,46.915385,-121.825657,Y,NAD83,947,Gary W. Shugart,GNIS,comments: http://georeferencing.org/georefcalculator/docs/GeorefGuide.html, Spray Park, Flat, Pierce,46.9154,-121.8257,"extent 0.58 mi""""",,,,,,,,,
4035118,85e05ff8-3781-4baf-8a47-df8a5ca3d723,WS,,,,270651,,WS015287,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30818864.,flowering,,N,Y,,M.J. Hamann,341,,18,7,1969,,United States,Washington,Pierce,West side of Mount Rainier National Park. Klapatche Park.,Level meadow. Pedicularis ornithorhynchos,,,,,46.835564,-121.87812,Y,WGS84,,,,,,,,,,,,,,,,,,,
4035119,9b11644b-dabc-4a2d-87a7-e0e115b8e55c,WS,,,,270734,,WS015288,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30818865.,Flowering & Fruiting,,N,Y,,M.J. Hamann,474,,1,8,1969,,United States,Washington,Pierce,"Northeast corner of Mount Rainier National Park, south of Palisades Lake.",Moist ground south of lake.,6000 ft.,1829,,,46.949659,-121.593558,Y,WGS84,,aapeterson,GeoLocate,,,,,,,,,,,,,,,,
4035287,4b06c81f-2d46-496c-b459-fb20dade23c2,WS,,,,270864,,WS015289,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30819033.,flowering,,N,Y,,M.J. Hamann,389,,27,7,1969,,United States,Washington,Pierce,North side of Mount Rainier National Park. Around tarn below and south of Yellowstone Cliffs.,Tarn.,,,,,46.961495,-121.766766,Y,WGS84,,aapeterson,GeoLocate,,,,,,,,,,,,,,,,
4035291,cd3b7e55-8b97-4e22-941f-f40c8e46dd11,WS,,,,270679,,WS015293,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30819037.,flowering,,N,Y,,M.J. Hamann,341,,18,7,1969,,United States,Washington,Pierce,Klapatche Park: west side of Mount Rainier National Park.,Heather meadow.,,,,,46.834552,-121.873157,Y,WGS84,,aapeterson,GeoLocate,,,,,,,,,,,,,,,,
2052469,f1683bc1-3379-4042-b37c-fdc3c7a2fc50,SRP,Vascular Plants,,27410,,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,[The packet on this specimen sheet is empty.],,,N,Y,,G. D. Carr,334,,28,7,1968,,U.S.A.,Washington,Pierce,"Sunrise Campground, Mt. Rainier Natl. Park.",Moist loam.,6000 ft.,1829,,,,,,,,,,,,,,,,,,,,,,,,,
4035295,12b8efe7-62ed-416b-83c0-023f5b9ddff9,WS,,,,329586,,WS015298,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30819041.,flowering,,N,Y,,Richard Campbell,,,9,7,1968,,United States,Washington,Pierce,Mount Rainier National Park near Mowich Lake. T17N R7E S25.,Moist meadow in mountain.,5000 ft,1524,,,46.942553,-121.863348,Y,WGS84,,,,,,,,,,,,,,,,,,,
4035296,b5e28710-1a37-4a6c-a952-d0865a868d70,WS,,,,329585,,WS015280,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,Mapped near campground. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30819042.,flowering,,N,Y,,Michael Rue,69,,8,7,1968,,United States,Washington,Pierce,"Near Mowich Lake, Mount Rainier National Park. T7N R7E S24.",In light undergrowth near lake.,5000 ft,1524,,,46.933689,-121.863756,Y,WGS84,,,,,,,,,,,,,,,,,,,
4035297,4ef01c74-b66f-4d39-99d5-82e0bed99ba9,WS,,,,329584,,WS015297,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30819043.,flowering,,N,Y,,Frank H. Shields,46,,8,7,1968,,United States,Washington,Pierce,"Mowich Lake, Mount Rainier National Park. T17N R7E S24.",Moist area above lake.,5000 ft,1524,,,46.943903,-121.863764,Y,WGS84,,Fertig,,,,,,,,,,,,,,,,,
4229455,{9A30DA03-F2B1-480C-A30D-93153A380620},OSC,V,,,,,OSC206114,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,Https://oregonflora.org/collections/individual/index.php?occid=981940.,flowering,,N,N,,Gerald D. Carr,334,,28,7,1968,,United States,Washington,Pierce,"Sunrise Campground, Mt. Rainier Natl. Park.","Moist loam, near forest edge.",6000 ft.,1829,,,,,,,,,,,,,,,,,,,,,,,,,
4035293,715d06a0-16ff-48f9-8ae8-06b781c6ab48,WS,,,,329588,,WS015295,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30819039.,flowering,,N,Y,,Linda R. Altman,118,,3,8,1967,,United States,Washington,Pierce,"Mount Rainier, Spray Park.","Moist, alpine meadow.",5700 ft,1737,,,46.915941,-121.839718,Y,WGS84,,,,,,,,,,,,,,,,,,,
4035294,5962a91c-628a-4c35-8b92-7db535b60205,WS,,,,329587,,WS015296,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30819040.,flowering,,N,Y,,L. Altman,52,,3,8,1967,,United States,Washington,Pierce,"Mount Rainier, Spray Falls.",Open alpine meadow.,4000 ft,1219,,,46.915742,-121.840989,Y,WGS84,,,,,,,,,,,,,,,,,,,
2139542,,LEA,Vascular Plants,,,,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,,,N,N,Y,,Hans Leschke,,,20,8,1964,20-Aug-64,U.S.A.,Washington,,Mt. Rainier National Park. Tolmie Pk.,,5900 feet,1799,1799,,,,Y,,,,,,,,,,,,,,,,,,,,
2158664,464bd0a3-7a31-4b76-b75c-8726403ac1fa,PSM,Vascular Plants,,5470,5470,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,,,,N,Y,,Howard S. Irwin Jr.,,,26,7,1951,,U.S.A.,Washington,Pierce,"Mount Rainier National Park, near.",,,,,,46.860917,-121.705626,Y,NAD83,13693,Gary W. Shugart,GNIS,comments: near included in extent;http://georeferencing.org/georefcalculator/docs/GeorefGuide.html, Mount Rainier National Park, Park, Pierce,46.8609,-121.7056,"extent 8.5 mi""""",,,,,,,,,
2158665,1a6546ff-1a7f-4062-9a19-88de619a162a,PSM,Vascular Plants,,5471,5471,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,,,,N,Y,,Marcus C. Huntley,,,29,7,1951,,U.S.A.,Washington,Pierce,Mowich Lake; Mount Rainier National Park.,,,,,,46.938269,-121.862065,Y,NAD83,255,Gary W. Shugart,GNIS,comments: http://georeferencing.org/georefcalculator/docs/GeorefGuide.html, Mowich Lake, Lake, Pierce,46.9383,-121.8621,"extent 0.15 mi""""",,,,,,,,,
2977163,ce235b9e-a71f-41d6-80ed-6ce1e1b3558c,WTU,Vascular Plants,,134384,,WTU-V-027685,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,Mr. Harry W. Hagen,s.n.,Mrs. Harry W. Hagen,15,8,1948,,U.S.A.,Washington,Pierce,"Mystic Lake, Rainier National Park. [Mount Rainier National Park]",Open meadow.,5700 ft.,1738,,,46.913271,-121.754202,Y,WGS 84,300,Ibro Polovina,Digital Map,,,,,,,,,,,,,,,,
2977179,2606b464-93f7-4cce-bb26-5b1658e7e3a2,WTU,Vascular Plants,,332388,,WTU-V-027691,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,Maxine Hagen,s.n.,,10,8,1948,,U.S.A.,Washington,Pierce,"Mount Rainier National Park. Mystic Lake, near Carbon Glacier north of Mount Rainier. ",,5700 ft.,1738,,T17N R8E S35,46.912352,-121.756688,Y,WGS 84,800,Crystal Shin,Digital Map,,,,,,,,,,,,,,,,
3526960,e2e22b2c-ed45-41e6-8b19-a47b9ac2bbe6,MORA,Vascular Plants,,MORA-00043,MORA    6626,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,"1 Specimen: Stems, Leaves, Flowers, Roots.; Det. 8/27/1933 : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,,N,N,,J.W. Thompson,,,27,8,1938,8/27/38,U.S.A.,Washington,Pierce,Seattle Park [Mount Rainier National Park],,5000 ft.,1524,,,46.934393,-121.807127,Y,WGS 84,800,Arnie Peterson,Digital Map,,,,,,,,,,,,,,,,
3526961,22f8058d-b780-46be-a990-18c66a884d3e,MORA,Vascular Plants,,MORA-00043,MORA    6627,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,"1 Specimen: Stems, Leaves, Flowers, Roots.; Det. 8/27/1933 : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,,N,N,,J.W. Thompson,,,27,8,1938,8/27/38,U.S.A.,Washington,Pierce,Seattle Park [Mount Rainier National Park],,5000 ft.,1524,,,46.934393,-121.807127,Y,WGS 84,800,Arnie Peterson,Digital Map,,,,,,,,,,,,,,,,
4035290,7e96dbb1-0e93-404f-9ddc-d9da67611025,WS,,,,123441,,WS015294,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,"Perennial, flowers white-yellowish. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30819036.",flowering,,N,Y,,F.G. Meyer,1192,,22,8,1937,,United States,Washington,Pierce,Above Indian Henry's Hunting Ground on the west side of Mt. Rainier.,On moist talus slopes.,5800 ft,1768,,,46.79361,-121.83528,Y,WGS84,,,,,,,,,,,,,,,,,,,
2977165,c1d41bdb-5a87-4c5d-ae1f-a48c7b24a241,WTU,Vascular Plants,,1882JWT,,WTU-V-027683,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,J. William Thompson,12558,,14,8,1935,,U.S.A.,Washington,Pierce,"Van Trump Park, Mount Rainier.",Alpine meadows.,6000 ft.,1829,,,46.803336,-121.795217,Y,WGS 84,1500,Crystal Shin,Digital Map,,,,,,,,,,,,,,,,
3526952,dc423460-d473-493a-91ec-f2c8977743c5,MORA,Vascular Plants,,MORA-00043,MORA    6618,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,"1 Specimen: Stems, Leaves, Flowers, Roots. Includes Collector'S Original Label.; Det. Thompson 8/14/1935 : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,,N,N,,Thompson,12 558,,14,8,1935,8/14/35,U.S.A.,Washington,Pierce,Van Trump Park [Mount Rainier National Park],Alpine Meadows,6000 ft.,1829,,,46.80076,-121.783607,Y,WGS 84,1000,Arnie Peterson,Digital Map,,,,,,,,,,,,,,,,
3526953,9ed724fa-7a9c-408d-a915-f90f146391c9,MORA,Vascular Plants,,MORA-00043,MORA    6619,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,"1 Specimen: Stems, Leaves, Flowers, Roots.;  : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,,N,N,,Thompson,,,14,8,1935,8/14/35,U.S.A.,Washington,Pierce,Van Trump Park [Mount Rainier National Park],,6000 ft.,1829,,,46.80076,-121.783607,Y,WGS 84,1000,Arnie Peterson,Digital Map,,,,,,,,,,,,,,,,
2977164,ac151c6d-daf2-4780-b40c-47c3753a5a98,WTU,Vascular Plants,,1937JWT,,WTU-V-027686,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,J. William Thompson,11094,,27,7,1934,,U.S.A.,Washington,Pierce,"Yakima Park, Mount Rainier.",Open alpine meadows.,6000 ft.,1829,,,46.912606,-121.648818,Y,WGS 84,1500,Crystal Shin,Digital Map,,,,,,,,,,,,,,,,
3526955,a6b67976-d086-480a-be91-5179c980405b,MORA,Vascular Plants,,MORA-00041,MORA    6621,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,"2 Specimens: Stems, Leaves, Flowers, Roots.;  : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,,N,N,,Landes,,,,,1934,1934,U.S.A.,Washington,,,,6400 ft.,1951,,,,,,,,,,,,,,,,,,,,,,,,,
3526956,3de6b7d3-a24f-486e-acbe-b90f952d308b,MORA,Vascular Plants,,MORA-00041,MORA    6622,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,"1 Specimen: Stems, Leaves, Flowers, Roots.;  : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,,N,N,,Landes,,,,,1934,1934,U.S.A.,Washington,,,,6400 ft.,1951,,,,,,,,,,,,,,,,,,,,,,,,,
3526957,73424b78-d400-45ee-a75b-60f5bd16c078,MORA,Vascular Plants,,MORA-00041,MORA    6623,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,"1 Specimen: Stems ,Leaves, Flowers, Roots.;  : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,,N,N,,Landes,,,,,1934,1934,U.S.A.,Washington,,,,6400 ft.,1951,,,,,,,,,,,,,,,,,,,,,,,,,
3526958,acc99ae3-8596-4357-85d4-61e8d7d0712c,MORA,Vascular Plants,,MORA-00041,MORA    6624,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,"2 Specimens: Stems, Leaves, Flowers, Roots.;  : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,,N,N,,Landes,,,,,1934,1934,U.S.A.,Washington,,,,6400 ft.,1951,,,,,,,,,,,,,,,,,,,,,,,,,
3526968,cfb25008-4940-4ce6-8137-6918ce699c90,MORA,Vascular Plants,,MORA-00041,MORA    6634,,,,PreservedSpecimen,Orobanchaceae,Pedicularis rainierensis,Pedicularis rainierensis,,Pedicularis,,rainierensis,,,,,,,,,,,,,,,,,,,N,,"1 Specimen: Stems, Leaves, Flowers, Roots.; Det. Landes 1934 : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,,N,N,,Landes,,,,,1934,1934,U.S.A.,Washington,Pierce,Yakima Park [Mount Rainier National Park],,6400 ft.,1951,,,46.91463,-121.642571,Y,WGS 84,2000,Arnie Peterson,Digital Map,,,,,,,,,,,,,,,,
