OccurrenceID,GUID,Herbarium,Accession,Family,Accepted Name,Specimen Notes,Phenology,Collector,Day Collected,Month Collected,Year Collected,State or Province,County,Locality,Site Description,Verbatim Coordinates,Decimal Latitude,Decimal Longitude,Valid LatLng,Geodetic Datum,Coordinate Uncertainty in Meters,Georeferenced By,Georeference Sources,Georeference Remarks
3974343,b42a3a26-d9ff-4abc-9e15-216f11885aa2,WS,,Apiaceae,Tauschia stricklandii,"Exsiccatae: Museum of Natural History, Walla Walla College. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30752551.",flowering,Charlene Davison,8,7,1968,Washington,Pierce,Mount Rainier National Park. [Mowich Lake area. Botany class trip].,,,46.94186,-121.868805,Y,WGS84,,aapeterson,GeoLocate,
3974477,ea0e559e-1132-4f79-8504-339d915e9901,WS,,Apiaceae,Tauschia stricklandii,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30752685.,,RM Cressman,4,7,1965,Washington,Yakima,"Twin Sister Lake, Yakima Co (Little Sister"").""",Wet ground.,,,,,,,,,
1973841,4e7e9dbf-7566-4b9e-99be-eb90ebc8b3ea,REED,3367,Apiaceae,Tauschia stricklandii,"Buds collected for chromosome counts counts by C. R. Bell; they were too old. Determination confirmed by L. Constance, 12/59.",,David H. French,11,8,1959,Washington,Pierce,"In Spray Park about 3/4 mi. from the NW edge, E of Hessong Rock, NW of Mt. Rainier, near trail to Seattle Park.","Near small and dwindling snowbank; open area, level.",,,,,,,,,
13304,2291f442-fc7f-4018-817c-a490f6b90590,WTU,332382,Apiaceae,Tauschia stricklandii,,Flowers,Maxine Hagen,15,8,1948,Washington,Pierce,"Mystic Lake, near Carbon Glacier north of Mt. Rainier, Mount Rainier National Park.",,T17N R8E S35,46.9143,-121.7591,Y,NAD 27,805,Ben Legler,TRS2LL,
3975634,1c748f20-dc12-44e9-9424-3a6063bbfa90,WS,,Apiaceae,Tauschia stricklandii,No county given. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30753865.,flowering,M.J. Hamann,13,7,1939,Washington,Pierce,Grand Park in the north part of Mount Rainier National Park.,"Open, flat meadow; moist in spring, dry in late summer.",,46.963164,-121.672041,Y,WGS84,,aapeterson,GeoLocate,
3526415,951d01c8-4b28-46d5-85cc-5280b8ae2a9e,MORA,MORA-00048,Apiaceae,Tauschia stricklandii,"10 Specimens: Stems, Leaves, Flowers, Roots.  Annotated From Hesperogenia Stricklandii C.& R. By Acr 14Oct1977.; Det. B.P.I. : Verbatim name provided: Tauschia stricklandii (Coult.& Rose) Math. & Const. .",,Bodenberg,12,7,1938,Washington,Pierce,Klapatche Park [Mount Rainier National Park],,,46.835611,-121.874379,Y,WGS 84,1000,Arnie Peterson,Digital Map,
3526409,649d382f-188b-4bba-af24-1a9524141dcc,MORA,MORA-00041,Apiaceae,Tauschia stricklandii,"1 Specimen: Stems, Leaves, Flowers, Roots.  Annotated From Hesperogenia Stricklandii C.& R. By Acr 14Oct1977.; Det. Landes 7/6/1934 : Verbatim name provided: Tauschia stricklandii (Coult.& Rose) Math. & Const. .",,Landes,6,7,1934,Washington,Pierce,Grand Park [Mount Rainier National Park],,,46.960436,-121.676552,Y,WGS 84,1400,Arnie Peterson,Digital Map,
122560,d799ee34-d783-448b-b954-8c28ddf10091,WTU,362232,Apiaceae,Tauschia stricklandii,,Flowers & Fruits,J. William Thompson,27,8,1933,Washington,Pierce,"In Seattle park, Mountain Rainier. [Mount Rainier]",Alpine meadows.,,46.92417,-121.79333,Y,WGS 84,10000,WTU Staff,GeoLocate,
113997,a4fdebc2-cd7e-4c58-b1f5-305b1b1789c8,WTU,39337,Apiaceae,Tauschia stricklandii,,Flowers & Fruits,F. A. Warren,28,8,1932,Washington,Pierce,"St. Andrews Park, Mount Rainier.",Sandy soil.,,46.8305,-121.86261,Y,WGS 84,2000,WTU Staff,GeoLocate,
3193820,9512dcbf-cd97-44d4-96e0-f63b51de5cb0,EWU,1504,Apiaceae,Tauschia stricklandii,,Flowers & Fruits,J. William Thompson,27,7,1930,Washington,Pierce,"Mt. Rainier, Seattle Park.",Alpine meadows.,,46.852825,-121.760488,Y,WGS 84,1807,Robert F. Steinauer,GeoLocate,
3526407,16fb53e2-ce0f-4907-8ade-a6b5e358cb82,MORA,MORA-00041,Apiaceae,Tauschia stricklandii,"2 Specimens: Stems, Leaves, Flowers, Roots, Fruits. Annotated From Hesperogenia Stricklandii C.& R. By Acr 14Oct1977.; Det. Landes 1930 : Verbatim name provided: Tauschia stricklandii (Coult.& Rose) Math. & Const. .",,Landes,,,1930,Washington,Pierce,Klapatche Ridge [Mount Rainier National Park],,,46.83771,-121.89639,Y,WGS 84,1500,Arnie Peterson,Digital Map,
3976017,0b0df708-3a63-421b-a0f3-78569f7c4295,WS,,Apiaceae,Tauschia stricklandii,Needs annotation label. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30754248.,flowering,Paul Eide,6,7,1930,Washington,Pierce,"Near Mystic Lake, Rainier National Park.",Thick on boggy flat.,,46.9132,-121.75433,Y,WGS 84,,John Bassett,,
4344121,{A27E14C6-1944-4B65-907E-343107A7468F},OSC,,Apiaceae,Tauschia stricklandii,Https://oregonflora.org/collections/individual/index.php?occid=1120018.,,James W. Thompson,27,7,1930,Washington,[Pierce],Seattle Park; Mt. Rainier.,Alpine meadows.,,,,,,,,,
113999,20bed91c-c98c-4cb5-b76c-9b7985beacf0,WTU,5186JWT,Apiaceae,Tauschia stricklandii,,Flowers & Fruits,F. A. Warren,13,8,1928,Washington,Pierce,"Mount Rainier, Mystic Lake, north side of Mount Rainier.",Hudsonian Zone.,,46.913007,-121.754545,Y,WGS 84,587,Joseph Stormer,GeoLocate,
3976450,f76cfa95-9630-4cdf-b069-3f253daefdeb,WS,,Apiaceae,Tauschia stricklandii,No county. Needs annotation label. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30754704.,flowering,W.T. Shaw,26,8,1919,Washington,Pierce,"Spray Park, Mount Rainier.",,,46.91556,-121.82444,Y,,,,Estimated,
114000,89265b6b-6bfc-4d37-9ad0-b11b4cf43832,WTU,29897,Apiaceae,Tauschia stricklandii,,Flowers,O. D. Allen,30,8,1897,Washington,Pierce,"Mount Rainier, Cascade Mountain.",Snow falling.,,46.852827,-121.760441,Y,WGS 84,14000,Joseph Stormer,GeoLocate,
3977237,f1de2b9a-eb9e-4916-9280-b3a5ebc8b7f4,WS,,Apiaceae,Tauschia stricklandii,Poisoned: Mercuric chloride. No county given. Needs annotation label. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30755491.,flowering,C.A. Barry,,8,1896,Washington,"Pierce, Lewis",Mount Rainier.,,,46.852827,-121.760441,Y,WGS84,,aapeterson,GeoLocate,
3530139,24c6e170-0dea-429f-b138-32df799478fb,MORA,MORA-00577,Orobanchaceae,Pedicularis rainierensis,"3 Specimens With Stem,Leaves, Flower. Flower Is Bright Yellow.;  : Verbatim name provided: Pedicularis __ __rainierensis __Pennell & F.A. Warren.",,Robin Mulvey,13,7,2009,Washington,Pierce,Sunrise. Mistakenly Collected From Sunrise P. Contorta Inoculation Plot 9 As  Part Of White Pine Blister Rust Alternate Host Study [Mount Rainier National Park],,"46.91647° N,  121.65743° W",46.91647,-121.65743,Y,,,,,
3529815,cf667f87-6696-45bd-8982-5cc281c6c366,MORA,MORA-00523,Orobanchaceae,Pedicularis rainierensis,"One Specimen.  Several Leaf Stems With Leaves Coming From A Root Ball.  Several Roots (Broken Off) Descend From The Root Ball.  One Longer Stem Terminates In A Flower.  There Are A Couple Of Leafy Stems Just Below The Flower.  Attached Envelope Contains Misc Detrital Material. 49.92101 N, 121.65287 W, Wgs 84, +/- 10 Meters.; Det. Giblin, David 9/16/2007 : Verbatim name provided: Pedicularis __ __rainierensis __Pennell & Warren.",,Vicky Weafer,14,8,2007,Washington,Pierce,Huckleberry Basin [Mount Rainier National Park],North-Facing Talus Slope And Adjacent Basin Floor.  Carex Spectabilis And Luetkea Pectinata Dominant. Locally Common Along Streams  In Basin Floor.,"46.92101° N,  121.65287° W",46.92101,-121.65287,Y,WGS84,10,Arnie Petersen,GPS,
151967,9a7b66cb-364c-4bf5-a8a5-edbb4773599c,WTU,366471,Orobanchaceae,Pedicularis rainierensis,Uncommon; flowers yellow; leaves reddish-brown.,Flowers,Monica Delmartini,8,8,2006,Washington,Pierce,"Mount Rainier National Park. Tolmie Peak, northwest side, upper 300 feet of ridge.","Dry slopes with mesic draws, dwarfed conifers, some talus, small bluffs, 25-30° slope, northwest aspect.",46° 57' 26 N,46.957222,-121.882778,Y,WGS 84,200,WTU Staff,UTM calculated from Lat-Lon.,
2164205,be2bf1e1-aa63-4d2c-99f5-7d4b427cfb21,PSM,10625,Orobanchaceae,Pedicularis rainierensis,"Growing solitary or in clumps of 2-5 on moist, organic soil, full bloom – yellow bracts, Stem and upper surface of leaves tinged red/purple.",,Sydne Record,18,7,2002,Washington,Pierce,"Upper Spray Park ca. 350 m S of Wonderland Trail, Mount Rainier National Park.","Low, alpine meadow dissected by streams and a pond formed by late snowmelt drainage. 30° slope SW.","46° 55.112' N,  121° 49.095' W; 590179E, 5196703N; T16N, R8E, S23",46.917876,-121.819331,Y,WGS84,174,Gary W. Shugart,lat/long in locality,comments: http://georeferencing.org/georefcalculator/docs/GeorefGuide.html
27058,bfcf945a-75d2-4c08-88e2-62c4274f874d,WTU,353361,Orobanchaceae,Pedicularis rainierensis,,Flowers,Florence E. Caplow,13,8,1997,Washington,Pierce,"Crystal Mountain, Mount Baker-Snoqualmie National Forest.","Open, fairly dry northeast facing meadow, with Lupinus. Aspect: 45 degrees, slope 30%. Associated species: Vaccinium deliciosum, Lupinus polyphyllus, Luetkea pectinata, Luzula hitchcockii, Antennaria lanata, Carex nigricans, Carex spectabilis. In sandy, organic soil.",T17N R10E S23 SW 1/4 of SW 1/4 R ,46.9437,-121.5051,Y,NAD 27,805,Ben Legler,TRS2LL,
2977176,48a52f48-ac56-4397-a430-1b07e5eb468a,WTU,353443,Orobanchaceae,Pedicularis rainierensis,,Flowers,Florence E. Caplow,16,8,1997,Washington,Pierce,"Crystal Mountain, Mount Baker-Snoqualmie National Forest.","Very rocky steep northeast facing heather slopes between strips of talus and north facing partially forested slopes. Aspect: 45 degrees, Slope 70%. Associated species: Phyllodoce empetriformis, Vaccinium deliciosum, Festuca viridula, Lupinus polyphyllus, Carex spectabilis, Antennaria lanata.","T17N R10E S23, SE 1/4",46.928161,-121.50452,Y,WGS 84,1000,Crystal Shin,GeoLocate,
24605,6de18305-a4e3-4740-9f22-60f705e26cfe,WTU,351548,Orobanchaceae,Pedicularis rainierensis,,Flowers,Alison Colwell,15,8,1996,Washington,Pierce,"Mount Rainier National Park, Van Trump Park.",Alpine meadow.,T15N R8E S10 SE 1/4,46.8008,-121.7871,Y,NAD 27,805,Ben Legler,TRS2LL,
16016,0d699141-1d4a-42c6-9c3b-0e47399b33c8,WTU,325590,Orobanchaceae,Pedicularis rainierensis,Growing underneath shrubs and saplings.,Flowers,L. Potash,23,6,1992,Washington,Pierce,"Lonesome Lake, Mount Baker-Snoqualmie National Forest.","Forest edge at southwest end of lake. With Rhododendron albiflorum, Phyllodoce empetriformis, Arnica latifolia, Erythronium montanum, and saplings of Chamaecyparis nootkatensis.",,47.00694,-121.6625,Y,WGS 84,10000,WTU Staff,GeoLocate,
3528508,ae5f7e0f-5778-45a4-9b98-c3564b978b91,MORA,MORA-00242,Orobanchaceae,Pedicularis rainierensis,"1 Specimen With Stems, Leaves, Flowers And Roots.; Det. Watson, W.C. : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,W.C. Watson,4,8,1988,Washington,Pierce,Sunrise Ne Of Hidden Lake Along N.P.S. Maintained Trail [Mount Rainier National Park],Small Intermittent Waterway Traversing A Dry Open Meadow,,46.94375,-121.593063,Y,WGS 84,500,Arnie Peterson,Digital Map,
3528534,914f14ca-3bc6-4ec5-8bdb-3340f6c4a8ec,MORA,MORA-00242,Orobanchaceae,Pedicularis rainierensis,"1 Specimen With Stems, Leaves, Flowers And Roots.; Det. Watson, W.C. : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,W.C. Watson,3,8,1988,Washington,Pierce,"Paradise, Marmot Hill Along Skyline Trail [Mount Rainier National Park]","Open Meadow, Sw Facing Slope",,46.79771,-121.73563,Y,WGS 84,500,Arnie Peterson,Digital Map,
3528226,42987b6f-a8b3-4ad0-8006-44dc20724a2d,MORA,MORA-00155,Orobanchaceae,Pedicularis rainierensis,"2 Specimens With Stems,Leaves,Flowers And Roots.; Det. Main, F.C. 1978 : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,F. C. & Kell Main,3,8,1978,Washington,Pierce,Meadows Around Palisades Lakes Area [Mount Rainier National Park],,,46.952029,-121.591242,Y,WGS 84,500,Arnie Peterson,Digital Map,
2161013,0b75af76-ac98-40b3-8848-7a67cd31c2a7,PSM,7820,Orobanchaceae,Pedicularis rainierensis,,,Irene Creso,3,9,1975,Washington,Pierce,Klapatche Park; Mount Rainier National Park.,,,46.834552,-121.873157,Y,NAD83,174,Gary W. Shugart,GNIS,comments: http://georeferencing.org/georefcalculator/docs/GeorefGuide.html
2161014,8d05b12c-72ee-4dd8-a927-8bd6ae938f0e,PSM,7821,Orobanchaceae,Pedicularis rainierensis,,,Irene Creso,22,8,1975,Washington,Pierce,Spray Park; Mount Rainier National Park.,,,46.915385,-121.825657,Y,NAD83,947,Gary W. Shugart,GNIS,comments: http://georeferencing.org/georefcalculator/docs/GeorefGuide.html
4035118,85e05ff8-3781-4baf-8a47-df8a5ca3d723,WS,,Orobanchaceae,Pedicularis rainierensis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30818864.,flowering,M.J. Hamann,18,7,1969,Washington,Pierce,West side of Mount Rainier National Park. Klapatche Park.,Level meadow. Pedicularis ornithorhynchos,,46.835564,-121.87812,Y,WGS84,,,,
4035119,9b11644b-dabc-4a2d-87a7-e0e115b8e55c,WS,,Orobanchaceae,Pedicularis rainierensis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30818865.,Flowering & Fruiting,M.J. Hamann,1,8,1969,Washington,Pierce,"Northeast corner of Mount Rainier National Park, south of Palisades Lake.",Moist ground south of lake.,,46.949659,-121.593558,Y,WGS84,,aapeterson,GeoLocate,
4035287,4b06c81f-2d46-496c-b459-fb20dade23c2,WS,,Orobanchaceae,Pedicularis rainierensis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30819033.,flowering,M.J. Hamann,27,7,1969,Washington,Pierce,North side of Mount Rainier National Park. Around tarn below and south of Yellowstone Cliffs.,Tarn.,,46.961495,-121.766766,Y,WGS84,,aapeterson,GeoLocate,
2052469,f1683bc1-3379-4042-b37c-fdc3c7a2fc50,SRP,27410,Orobanchaceae,Pedicularis rainierensis,[The packet on this specimen sheet is empty.],,G. D. Carr,28,7,1968,Washington,Pierce,"Sunrise Campground, Mt. Rainier Natl. Park.",Moist loam.,,,,,,,,,
4035295,12b8efe7-62ed-416b-83c0-023f5b9ddff9,WS,,Orobanchaceae,Pedicularis rainierensis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30819041.,flowering,Richard Campbell,9,7,1968,Washington,Pierce,Mount Rainier National Park near Mowich Lake. T17N R7E S25.,Moist meadow in mountain.,,46.942553,-121.863348,Y,WGS84,,,,
4035296,b5e28710-1a37-4a6c-a952-d0865a868d70,WS,,Orobanchaceae,Pedicularis rainierensis,Mapped near campground. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30819042.,flowering,Michael Rue,8,7,1968,Washington,Pierce,"Near Mowich Lake, Mount Rainier National Park. T7N R7E S24.",In light undergrowth near lake.,,46.933689,-121.863756,Y,WGS84,,,,
4229455,{9A30DA03-F2B1-480C-A30D-93153A380620},OSC,,Orobanchaceae,Pedicularis rainierensis,Https://oregonflora.org/collections/individual/index.php?occid=981940.,flowering,Gerald D. Carr,28,7,1968,Washington,Pierce,"Sunrise Campground, Mt. Rainier Natl. Park.","Moist loam, near forest edge.",,,,,,,,,
4035293,715d06a0-16ff-48f9-8ae8-06b781c6ab48,WS,,Orobanchaceae,Pedicularis rainierensis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30819039.,flowering,Linda R. Altman,3,8,1967,Washington,Pierce,"Mount Rainier, Spray Park.","Moist, alpine meadow.",,46.915941,-121.839718,Y,WGS84,,,,
2139542,,LEA,,Orobanchaceae,Pedicularis rainierensis,,,Hans Leschke,20,8,1964,Washington,,Mt. Rainier National Park. Tolmie Pk.,,,,,Y,,,,,
2158664,464bd0a3-7a31-4b76-b75c-8726403ac1fa,PSM,5470,Orobanchaceae,Pedicularis rainierensis,,,Howard S. Irwin Jr.,26,7,1951,Washington,Pierce,"Mount Rainier National Park, near.",,,46.860917,-121.705626,Y,NAD83,13693,Gary W. Shugart,GNIS,comments: near included in extent;http://georeferencing.org/georefcalculator/docs/GeorefGuide.html
2158665,1a6546ff-1a7f-4062-9a19-88de619a162a,PSM,5471,Orobanchaceae,Pedicularis rainierensis,,,Marcus C. Huntley,29,7,1951,Washington,Pierce,Mowich Lake; Mount Rainier National Park.,,,46.938269,-121.862065,Y,NAD83,255,Gary W. Shugart,GNIS,comments: http://georeferencing.org/georefcalculator/docs/GeorefGuide.html
2977163,ce235b9e-a71f-41d6-80ed-6ce1e1b3558c,WTU,134384,Orobanchaceae,Pedicularis rainierensis,,Flowers,Mr. Harry W. Hagen,15,8,1948,Washington,Pierce,"Mystic Lake, Rainier National Park. [Mount Rainier National Park]",Open meadow.,,46.913271,-121.754202,Y,WGS 84,300,Ibro Polovina,Digital Map,
2977179,2606b464-93f7-4cce-bb26-5b1658e7e3a2,WTU,332388,Orobanchaceae,Pedicularis rainierensis,,Flowers,Maxine Hagen,10,8,1948,Washington,Pierce,"Mount Rainier National Park. Mystic Lake, near Carbon Glacier north of Mount Rainier. ",,T17N R8E S35,46.912352,-121.756688,Y,WGS 84,800,Crystal Shin,Digital Map,
3526960,e2e22b2c-ed45-41e6-8b19-a47b9ac2bbe6,MORA,MORA-00043,Orobanchaceae,Pedicularis rainierensis,"1 Specimen: Stems, Leaves, Flowers, Roots.; Det. 8/27/1933 : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,J.W. Thompson,27,8,1938,Washington,Pierce,Seattle Park [Mount Rainier National Park],,,46.934393,-121.807127,Y,WGS 84,800,Arnie Peterson,Digital Map,
4035290,7e96dbb1-0e93-404f-9ddc-d9da67611025,WS,,Orobanchaceae,Pedicularis rainierensis,"Perennial, flowers white-yellowish. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30819036.",flowering,F.G. Meyer,22,8,1937,Washington,Pierce,Above Indian Henry's Hunting Ground on the west side of Mt. Rainier.,On moist talus slopes.,,46.79361,-121.83528,Y,WGS84,,,,
3526953,9ed724fa-7a9c-408d-a915-f90f146391c9,MORA,MORA-00043,Orobanchaceae,Pedicularis rainierensis,"1 Specimen: Stems, Leaves, Flowers, Roots.;  : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,Thompson,14,8,1935,Washington,Pierce,Van Trump Park [Mount Rainier National Park],,,46.80076,-121.783607,Y,WGS 84,1000,Arnie Peterson,Digital Map,
2977164,ac151c6d-daf2-4780-b40c-47c3753a5a98,WTU,1937JWT,Orobanchaceae,Pedicularis rainierensis,,Flowers,J. William Thompson,27,7,1934,Washington,Pierce,"Yakima Park, Mount Rainier.",Open alpine meadows.,,46.912606,-121.648818,Y,WGS 84,1500,Crystal Shin,Digital Map,
2977181,cb07043b-13c0-43e5-b925-28321ae0a953,WTU,218951,Orobanchaceae,Pedicularis rainierensis,,Flowers,J. William Thompson,27,8,1933,Washington,Pierce,"Seattle Park, Mount Rainier.",Alpine meadows.,,46.923996,-121.794544,Y,WGS 84,500,Joseph Stormer,GeoLocate,
2977166,69983b33-3276-492d-a954-1224382405ad,WTU,26125,Orobanchaceae,Pedicularis rainierensis,,Flowers,F. A. Warren,24,7,1932,Washington,Pierce,"Indian Henry's, Mount Rainier.",Moist slopes.,,46.794082,-121.840283,Y,,2000,Joseph Stormer,,
2977167,d2a279b9-5601-49d6-8f04-454f1452fb61,WTU,36395,Orobanchaceae,Pedicularis rainierensis,,Flowers,F. A. Warren,7,8,1932,Washington,Pierce,"Crystal Point, Mt. Rainier, Wn. [Mount Rainier]",Moist hillside.,,46.927907,-121.504666,Y,WGS 84,2500,Ibro Polovina,Digital Map,
2977174,b7018621-b1ca-4439-af98-5fb05581fbd9,WTU,36456,Orobanchaceae,Pedicularis rainierensis,,Flowers,F. A. Warren,28,8,1932,Washington,Pierce,"St. Andrews Park, Mt. Rainier, Wash. [Mount Rainier]",Sandy soil.,,46.829555,-121.864554,Y,,2000,Joseph Stormer,,
2977175,50874fe4-3869-4202-a878-d5efaf4c0739,WTU,36399,Orobanchaceae,Pedicularis rainierensis,,Flowers,F. A. Warren,27,8,1932,Washington,Pierce,"Van Trump Park, Mount Rainier.",Sandy soil.,,46.797886,-121.779263,Y,WGS 84,1807,Crystal Shin,Digital Map,
3526950,5ac65860-21fe-40dd-a4eb-ab44e2e162b4,MORA,MORA-00042,Orobanchaceae,Pedicularis rainierensis,"1 Specimen: Stems, Leaves, Flowers, Roots.;  : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,Warren,,,1931,Washington,Pierce,Indian Henry's [Mount Rainier National Park],,,46.79231,-121.838894,Y,WGS 84,1000,Arnie Peterson,Digital Map,
3526951,de7f156d-2db2-4fbe-84c7-ad8263256190,MORA,MORA-00042,Orobanchaceae,Pedicularis rainierensis,"1 Specimen: Stems, Leaves, Flowers, Roots.;  : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,Warren,,,1931,Washington,Pierce,Van Trump Park [Mount Rainier National Park],,,46.796507,-121.785772,Y,WGS 84,1000,Arnie Peterson,Digital Map,
3526962,7f6edf74-ee16-4502-ad4e-9b8b22a0edf2,MORA,MORA-00042,Orobanchaceae,Pedicularis rainierensis,"1 Specimen: Stems, Leaves, Flowers, Roots.;  : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,Warren,24,7,1931,Washington,Pierce,Moraine Park [Mount Rainier National Park],"Sandy Soils, Hudsonian Zone",,46.91385,-121.763537,Y,WGS 84,800,Arnie Peterson,Digital Map,
2977180,c464afd8-4624-4282-919b-336b31364e49,WTU,1577JWT,Orobanchaceae,Pedicularis rainierensis,,Flowers,J. William Thompson,27,7,1930,Washington,Pierce,"Seattle Park, Mount Rainier.",Alpine woods and meadows.,,46.924406,-121.793943,Y,WGS 84,3000,Crystal Shin,Digital Map,
3526954,9eaf8662-569b-45d5-9554-6981de9ba1a1,MORA,MORA-00041,Orobanchaceae,Pedicularis rainierensis,"2 Specimens: Stems, Leaves, Flowers, Roots.;  : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,Landes,,,1930,Washington,Pierce,Indian Henry's [Mount Rainier National Park],,,46.792253,-121.838672,Y,WGS 84,1000,Arnie Peterson,Digital Map,
4035115,34b7ec77-df21-4eb6-9545-46a593165786,WS,,Orobanchaceae,Pedicularis rainierensis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30818861.,flowering,Paul Eide,6,7,1930,Washington,Pierce,"Mystic Lake, Mount Rainier National Park.","Mossy flat area, in open, soil very damp.",,46.914064,-121.754358,Y,WGS84,,,,
4035286,4a318c35-fd50-4654-bc8e-eeae2fc8f432,WS,,Orobanchaceae,Pedicularis rainierensis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30819032.,flowering,Paul Eide,3,8,1930,Washington,Pierce,"Seattle Park, Mount Rainier National Park.",,,46.923996,-121.794544,Y,WGS84,,Fertig,,
2977184,eae313ef-9199-4088-b6e4-d7b58ec0eefc,WTU,79723,Orobanchaceae,Pedicularis rainierensis,,Flowers,A. A. Heller,31,7,1929,Washington,Pierce,"Van Trump Park, Rainier National Park. [Mount Rainier National Park]",On a gravelly slope. Hudsonian Life Zone.,,46.797886,-121.779263,Y,WGS 84,2000,Crystal Shin,GeoLocate,
3526959,2f04535f-9fe7-4ceb-8a40-45c6f2479e09,MORA,MORA-00041,Orobanchaceae,Pedicularis rainierensis,"1 Specimen: Stems, Leaves, Flowers, Roots.; Det. Landes : Verbatim name provided: Pedicularis rainierensis Pennell & Warren.",,Landes,,,1929,Washington,Pierce,Yakima Park [Mount Rainier National Park],"Dry, Volcanic Ash Soils",,46.914424,-121.64198,Y,WGS 84,2000,Arnie Peterson,Digital Map,
1725229,bd1bd263-0726-4f8b-b4eb-6e4ce64f2338,WWB,307,Orobanchaceae,Pedicularis rainierensis,,Fertile,F. A. Warren,17,7,1928,Washington,Pierce,"Mystic Lake, Mount Rainier National Park. ",North side. Grassy hillsides. ,,,,,,,,,
2977172,7c1aec7e-9826-4495-ab5d-db41ae2fd962,WTU,88154,Orobanchaceae,Pedicularis rainierensis,,Flowers,A. A. Heller,10,8,1928,Washington,Pierce,"Van Trump Park, Mount Rainier.",,,46.797886,-121.779263,Y,WGS 84,1000,Crystal Shin,GeoLocate,
4035114,751c24b5-af24-4ea7-9b2b-8393de02e73a,WS,,Orobanchaceae,Pedicularis rainierensis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30818860.,Flowering & Fruiting,F.A. Warren,1,8,1928,Washington,Pierce,"North side Mowich Lake, Mount Rainier National Park.",Open hillsides.,,46.942928,-121.86258,Y,WGS84,,Fertig,,
4035116,4209e922-6d6b-4597-885c-cf68f859f928,WS,,Orobanchaceae,Pedicularis rainierensis,Very common. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30818862.,Flowering & Fruiting,F.A. Warren,17,7,1928,Washington,Pierce,"North side Mystic Lake, Mount Rainier National Park.",Grassy hillsides.,,46.914502,-121.75476,Y,WGS84,,aapeterson,GeoLocate,
4035117,31264c52-2fe7-4056-af0f-0f11fcda175d,WS,,Orobanchaceae,Pedicularis rainierensis,Topotype. Type locality. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30818863.,flowering,F.A. Warren,2,7,1928,Washington,Pierce,"Saddle between Iron and Crystal [Copper] Mts., Indian Henry's, Mount Rainier National Park.",Steep grassy slopes.,,46.79525,-121.829475,Y,WGS84,,aapeterson,GeoLocate,
4035288,57793deb-6b18-4f73-a9c5-019957cf9abb,WS,,Orobanchaceae,Pedicularis rainierensis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30819034.,flowering,F.A. Warren,26,8,1928,Washington,Pierce,"Spray Park, Mount Rainier National Park.",,,46.916791,-121.836714,Y,WGS84,,,,
4035289,bce363b7-5b79-4f78-a201-45c9aa9577a9,WS,,Orobanchaceae,Pedicularis rainierensis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30819035.,flowering,F.A. Warren,17,7,1928,Washington,Pierce,"North side Moraine Park, Mount Rainier National Park.",Grassy meadow.,,46.91583,-121.76833,Y,,,,,
4035113,a8d39c48-f0fd-4f80-9e5e-55f1c94a2f4e,WS,,Orobanchaceae,Pedicularis rainierensis,Paratype. Paratype. Pennell & Warren. 1928. Bull. Torrey Bot. Club 55(6): 317-318. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30818859.,flowering,F.A. Warren,28,8,1927,Washington,Pierce,"Van Trump Park, Mount Rainier National Park.",,,46.797886,-121.779263,Y,WGS84,,Fertig,,
