scientific_name,datetime,description,place_guess,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,uncertainty,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated,OccurrenceID,GUID,Herbarium,Accession,Family,Specimen.Notes,Phenology,Collector,Day.Collected,Month.Collected,Year.Collected,State.or.Province,County,Locality,Site.Description,Verbatim.Coordinates,Valid.LatLng,Original.Geodetic.Datum,Georeferenced.By,Georeference.Sources,Georeference.Remarks,was_wgs84,FID,geometry
Lomatium cuspidatum,2024-07-02 13:22:00 -0700,,"Kittitas County, WA, USA",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/226891381,https://inaturalist-open-data.s3.amazonaws.com/photos/402446615/medium.jpeg,jhorthos,226891381,Wenatchee Desertparsley,Plantae,164725,1,0,2024/07/02 1:22 PM,2024-07-02,2024-07-02 20:22:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2024-07-03 14:00:28 UTC,2025-01-25 17:55:53 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9294194444, 47.4438944444)"
Lomatium cuspidatum,2024-06-29 11:54:38 -0700,,"Okanogan - Wenatchee National Forest, Ronald, WA, US",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/226113519,https://inaturalist-open-data.s3.amazonaws.com/photos/400976254/medium.jpg,evernia648,226113519,Wenatchee Desertparsley,Plantae,164725,2,0,2024-06-29 11:54:38-07:00,2024-06-29,2024-06-29 18:54:38 UTC,Pacific Time (US & Canada),21,21,,NA,false,,,1492397,,2024-06-30 05:57:04 UTC,2025-01-23 02:59:39 UTC,research,CC-BY-NC,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9612966667, 47.46238)"
Lomatium cuspidatum,2024-06-23 16:47:09 -0700,,"Okanogan - Wenatchee National Forest, Ronald, WA, US",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/224937401,https://inaturalist-open-data.s3.amazonaws.com/photos/398734668/medium.jpg,cascadecat,224937401,Wenatchee Desertparsley,Plantae,164725,2,0,2024-06-23 16:47:09-07:00,2024-06-23,2024-06-23 23:47:09 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1505543,,2024-06-24 18:39:24 UTC,2025-01-23 02:59:45 UTC,research,CC-BY-NC,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9755383333, 47.4567216667)"
Lomatium cuspidatum,2024-06-15 11:01:11 -0700,,"Okanogan - Wenatchee National Forest, Cle Elum, WA, US",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/223025945,https://inaturalist-open-data.s3.amazonaws.com/photos/395131053/medium.jpg,jareddodson,223025945,Wenatchee Desertparsley,Plantae,164725,1,0,2024-06-15 11:01:11-07:00,2024-06-15,2024-06-15 18:01:11 UTC,Pacific Time (US & Canada),3,3,,NA,false,,,3448676,,2024-06-16 05:39:38 UTC,2025-01-23 03:00:07 UTC,research,CC-BY-NC,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.7375716667, 47.3923333333)"
Lomatium cuspidatum,2024-06-15 09:03:27 -0700,,"Okanogan - Wenatchee National Forest, Cle Elum, WA, US",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/223022301,https://inaturalist-open-data.s3.amazonaws.com/photos/395123839/medium.jpg,jareddodson,223022301,Wenatchee Desertparsley,Plantae,164725,1,0,2024-06-15 09:03:27-07:00,2024-06-15,2024-06-15 16:03:27 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,3448676,,2024-06-16 05:02:54 UTC,2025-01-23 03:00:26 UTC,research,CC-BY-NC,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.72957, 47.3688716667)"
Lomatium cuspidatum,2024-06-15 06:45:52 -0700,,"Okanogan - Wenatchee National Forest, Cle Elum, WA, US",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/223012031,https://inaturalist-open-data.s3.amazonaws.com/photos/395103325/medium.jpg,jareddodson,223012031,Wenatchee Desertparsley,Plantae,164725,1,0,2024-06-15 06:45:52-07:00,2024-06-15,2024-06-15 13:45:52 UTC,Pacific Time (US & Canada),9,9,,NA,false,,,3448676,,2024-06-16 03:35:33 UTC,2025-01-23 03:00:35 UTC,research,CC-BY-NC,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.717955, 47.3609916667)"
Lomatium cuspidatum,2024-06-08 14:44:00 -0700,,"Kittitas County, WA, USA",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/221933370,https://inaturalist-open-data.s3.amazonaws.com/photos/393069816/medium.jpg,rammberg,221933370,Lomatium cuspidatum,Plantae,164725,2,0,2024/06/08 2:44 PM,2024-06-08,2024-06-08 21:44:00 UTC,Pacific Time (US & Canada),8,8,,NA,false,,,236267,Tynan Ramm-Granberg,2024-06-11 00:19:18 UTC,2025-01-23 03:00:52 UTC,research,CC-BY-NC,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9349805556, 47.3723638889)"
Lomatium cuspidatum,2024-06-05 12:23:27 -0700,,"Kittitas County, US-WA, US",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/221736500,https://static.inaturalist.org/photos/392703284/medium.jpg,tellimachris,221736500,Wenatchee Desertparsley,Plantae,164725,2,0,2024-06-05 12:23:27-07:00,2024-06-05,2024-06-05 19:23:27 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,987296,Chris,2024-06-10 02:56:55 UTC,2025-01-23 03:01:08 UTC,research,,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8445035278, 47.4077519928)"
Lomatium cuspidatum,2023-07-11 13:42:00 -0700,,"Kittitas County, WA, USA",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/182909259,https://inaturalist-open-data.s3.amazonaws.com/photos/318866121/medium.jpg,abr,182909259,Wenatchee Desertparsley,Plantae,164725,2,0,2023/07/11 1:42 PM,2023-07-11,2023-07-11 20:42:00 UTC,Pacific Time (US & Canada),15,15,,NA,false,,,19435,Amelia Ryan,2023-09-12 05:21:27 UTC,2025-01-23 03:02:15 UTC,research,CC-BY-NC,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8192240573, 47.4186776893)"
Lomatium cuspidatum,2023-07-11 13:42:00 -0700,,"Kittitas County, WA, USA",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/182909258,https://inaturalist-open-data.s3.amazonaws.com/photos/318866072/medium.jpg,abr,182909258,Wenatchee Desertparsley,Plantae,164725,1,0,2023/07/11 1:42 PM,2023-07-11,2023-07-11 20:42:00 UTC,Pacific Time (US & Canada),15,15,,NA,false,,,19435,Amelia Ryan,2023-09-12 05:21:27 UTC,2025-01-23 03:02:28 UTC,research,CC-BY-NC,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8192240573, 47.4186776893)"
Lomatium cuspidatum,2023-07-31 19:56:19 -0700,,"Kittitas County, US-WA, US",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/176708236,https://inaturalist-open-data.s3.amazonaws.com/photos/307251309/medium.jpg,lindsey09,176708236,Wenatchee Desertparsley,Plantae,164725,1,0,2023-07-31 19:56:19-07:00,2023-07-31,2023-08-01 02:56:19 UTC,Pacific Time (US & Canada),5,5,,NA,false,,,693721,Lindsey Salmonson,2023-08-05 02:37:08 UTC,2025-01-23 03:02:36 UTC,research,CC-BY,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.819418179, 47.4190269364)"
Lomatium cuspidatum,2023-08-01 19:44:43 -0700,,"Kittitas County, US-WA, US",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/176707426,https://inaturalist-open-data.s3.amazonaws.com/photos/307249383/medium.jpg,lindsey09,176707426,Wenatchee Desertparsley,Plantae,164725,1,0,2023-08-01 19:44:43-07:00,2023-08-01,2023-08-02 02:44:43 UTC,Pacific Time (US & Canada),5,5,,NA,false,,,693721,Lindsey Salmonson,2023-08-05 02:29:43 UTC,2025-01-23 03:02:42 UTC,research,CC-BY,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8041913622, 47.4182622135)"
Lomatium cuspidatum,2023-07-26 10:48:00 -0700,"Much of the large serpentine barren slope just south of the pass is more hard pan than I usually see. Most of the plants are L. cuspidatum, Poa curtifolia, and Eriogonum pyrolifolium. 

<a href=https://www.inaturalist.org/journal/jhorthos/77410-lomatium-identification>WA Lomatium guide</a>","Kittitas County, WA, USA",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/175227535,https://inaturalist-open-data.s3.amazonaws.com/photos/304502202/medium.jpeg,jhorthos,175227535,Lomatium cuspidatum,Plantae,164725,1,0,2023/07/26 10:48 AM,2023-07-26,2023-07-26 17:48:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2023-07-27 16:22:58 UTC,2025-01-23 03:03:08 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8183138889, 47.4171944444)"
Lomatium cuspidatum,2023-07-12 15:47:10 -0700,,"Kittitas County, US-WA, US",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/172625173,https://inaturalist-open-data.s3.amazonaws.com/photos/299695962/medium.jpeg,mylodon,172625173,Wenatchee Desertparsley,Plantae,164725,1,0,2023-07-12 15:47:10,2023-07-12,2023-07-12 22:47:10 UTC,Pacific Time (US & Canada),9,9,,NA,false,gps,gps,3352889,,2023-07-13 04:28:30 UTC,2025-01-23 03:04:10 UTC,research,CC-BY-NC,NA,2,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8182375878, 47.4172469028)"
Lomatium cuspidatum,2023-06-15 12:19:00 -0700,,"Kittitas County, WA, USA",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/167719322,https://inaturalist-open-data.s3.amazonaws.com/photos/290577890/medium.jpeg,jhorthos,167719322,Wenatchee Desertparsley,Plantae,164725,1,0,2023/06/15 12:19 PM,2023-06-15,2023-06-15 19:19:00 UTC,Pacific Time (US & Canada),3,3,,NA,false,,,1094975,James H. Thomas,2023-06-16 16:18:17 UTC,2025-01-23 03:04:51 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9596777778, 47.4550777778)"
Lomatium cuspidatum,2023-06-15 13:13:04 -0700,,"Okanogan - Wenatchee National Forest, Cle Elum, WA, US",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/167631639,https://inaturalist-open-data.s3.amazonaws.com/photos/290414701/medium.jpg,jhorthos,167631639,Wenatchee Desertparsley,Plantae,164725,1,0,2023-06-15 13:13:04-07:00,2023-06-15,2023-06-15 20:13:04 UTC,Pacific Time (US & Canada),10,10,,NA,false,,,1094975,James H. Thomas,2023-06-16 01:47:32 UTC,2025-01-23 03:05:11 UTC,research,CC0,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9611966667, 47.462345)"
Lomatium cuspidatum,2023-06-15 14:18:22 -0700,,"Kittitas County, US-WA, US",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/167627539,https://inaturalist-open-data.s3.amazonaws.com/photos/290406485/medium.jpeg,brewbooks,167627539,Wenatchee Desertparsley,Plantae,164725,1,0,2023-06-15 14:18:22,2023-06-15,2023-06-15 21:18:22 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,8641,John Brew,2023-06-16 01:14:12 UTC,2025-01-23 03:05:17 UTC,research,CC-BY,NA,2,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9613608095, 47.4636593225)"
Lomatium cuspidatum,2023-06-15 12:27:28 -0700,,"Kittitas County, US-WA, US",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/167626968,https://inaturalist-open-data.s3.amazonaws.com/photos/290405306/medium.jpeg,brewbooks,167626968,Wenatchee Desertparsley,Plantae,164725,1,0,2023-06-15 12:27:28,2023-06-15,2023-06-15 19:27:28 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,8641,John Brew,2023-06-16 01:09:39 UTC,2025-01-23 03:05:28 UTC,research,CC-BY,NA,2,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9612239586, 47.4558323606)"
Lomatium cuspidatum,2023-06-10 13:28:14 -0700,,"Okanogan - Wenatchee National Forest, Cle Elum, WA, US",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/166740535,https://inaturalist-open-data.s3.amazonaws.com/photos/288774656/medium.jpg,jareddodson,166740535,Wenatchee Desertparsley,Plantae,164725,1,0,2023-06-10 13:28:14-07:00,2023-06-10,2023-06-10 20:28:14 UTC,Pacific Time (US & Canada),7,7,,NA,false,,,3448676,,2023-06-11 05:32:07 UTC,2025-01-23 03:05:48 UTC,research,CC-BY-NC,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8527833333, 47.406355)"
Lomatium cuspidatum,2023-06-10 10:01:50 -0700,,"Okanogan - Wenatchee National Forest, Cle Elum, WA, US",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/166739036,https://inaturalist-open-data.s3.amazonaws.com/photos/288771909/medium.jpg,jareddodson,166739036,Wenatchee Desertparsley,Plantae,164725,1,0,2023-06-10 10:01:50-07:00,2023-06-10,2023-06-10 17:01:50 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,3448676,,2023-06-11 05:18:21 UTC,2025-01-23 03:05:59 UTC,research,CC-BY-NC,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.90335, 47.421545)"
Lomatium cuspidatum,2023-06-10 09:53:24 -0700,,"Okanogan - Wenatchee National Forest, Cle Elum, WA, US",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/166738963,https://inaturalist-open-data.s3.amazonaws.com/photos/288771740/medium.jpg,jareddodson,166738963,Wenatchee Desertparsley,Plantae,164725,1,0,2023-06-10 09:53:24-07:00,2023-06-10,2023-06-10 16:53:24 UTC,Pacific Time (US & Canada),3,3,,NA,false,,,3448676,,2023-06-11 05:17:20 UTC,2025-01-23 03:06:08 UTC,research,CC-BY-NC,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8995216667, 47.4209666667)"
Lomatium cuspidatum,2023-05-14 15:32:56 -0700,,"Okanogan - Wenatchee National Forest, Cle Elum, WA, US",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/161797793,https://inaturalist-open-data.s3.amazonaws.com/photos/279697232/medium.jpg,jareddodson,161797793,Wenatchee Desertparsley,Plantae,164725,1,0,2023-05-14 15:32:56-07:00,2023-05-14,2023-05-14 22:32:56 UTC,Pacific Time (US & Canada),3,3,,NA,false,,,3448676,,2023-05-15 13:42:26 UTC,2025-01-23 03:06:13 UTC,research,CC-BY-NC,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.7179416667, 47.3611133333)"
Lomatium cuspidatum,2022-08-26 18:17:00 -0700,On serpentine.,"Kittitas County, WA, USA",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/136341626,https://inaturalist-open-data.s3.amazonaws.com/photos/232662656/medium.jpeg,sheriff_woody_pct,136341626,Wenatchee Desertparsley,Plantae,164725,1,0,2022/08/26 6:17 PM,2022-08-26,2022-08-27 01:17:00 UTC,Pacific Time (US & Canada),5,5,,NA,false,,,740297,Matt Berger,2022-09-24 21:41:42 UTC,2025-01-23 03:06:36 UTC,research,CC-BY,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9249333333, 47.4484583333)"
Lomatium cuspidatum,2022-08-26 18:35:00 -0700,,"Kittitas, Washington, United States",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/136341451,https://inaturalist-open-data.s3.amazonaws.com/photos/232616992/medium.jpeg,sheriff_woody_pct,136341451,Wenatchee Desertparsley,Plantae,164725,1,0,2022/08/26 6:35 PM,2022-08-26,2022-08-27 01:35:00 UTC,Pacific Time (US & Canada),7,7,,NA,false,,,740297,Matt Berger,2022-09-24 21:41:00 UTC,2025-01-23 03:07:01 UTC,research,CC-BY,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9253472222, 47.4488111111)"
Lomatium cuspidatum,2022-09-03 11:23:00 -0700,"there is an area with hundreds of Lomatium cuspidatum just south of the pass leading to Lake Ann from Esmeralda. this shows a few of them. they are hard to make out, but the fifth photo has at least 30 visible.","Kittitas County, WA, USA",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/133632986,https://inaturalist-open-data.s3.amazonaws.com/photos/227650739/medium.jpeg,jhorthos,133632986,Lomatium cuspidatum,Plantae,164725,2,0,2022/09/03 11:23 AM,2022-09-03,2022-09-03 18:23:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-09-04 16:41:55 UTC,2025-01-23 03:09:50 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9612055556, 47.4625694444)"
Lomatium cuspidatum,2022-09-03 10:38:00 -0700,,"Kittitas County, WA, USA",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/133629137,https://inaturalist-open-data.s3.amazonaws.com/photos/227643989/medium.jpeg,jhorthos,133629137,Wenatchee Desertparsley,Plantae,164725,1,0,2022/09/03 10:38 AM,2022-09-03,2022-09-03 17:38:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-09-04 16:18:14 UTC,2025-01-23 03:10:28 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9647611111, 47.4560583333)"
Lomatium cuspidatum,2022-08-04 11:46:00 -0700,,"Kittitas County, WA, USA",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/129564873,https://inaturalist-open-data.s3.amazonaws.com/photos/220200194/medium.jpeg,jhorthos,129564873,Wenatchee Desertparsley,Plantae,164725,1,0,2022/08/04 11:46 AM,2022-08-04,2022-08-04 18:46:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-08-05 17:20:12 UTC,2025-01-23 03:11:26 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9232555556, 47.4486305556)"
Lomatium cuspidatum,2022-08-04 12:00:00 -0700,mature or nearly mature seed pods,"Chelan County, WA, USA",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/129564694,https://inaturalist-open-data.s3.amazonaws.com/photos/220199695/medium.jpeg,jhorthos,129564694,Wenatchee Desertparsley,Plantae,164725,1,0,2022/08/04 12:00 PM,2022-08-04,2022-08-04 19:00:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-08-05 17:18:45 UTC,2025-01-23 03:11:34 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9228666667, 47.4473638889)"
Lomatium cuspidatum,2022-08-04 11:32:00 -0700,mature or nearly mature seed pods,"Kittitas County, WA, USA",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/129564243,https://inaturalist-open-data.s3.amazonaws.com/photos/220198937/medium.jpeg,jhorthos,129564243,Wenatchee Desertparsley,Plantae,164725,1,0,2022/08/04 11:32 AM,2022-08-04,2022-08-04 18:32:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-08-05 17:14:28 UTC,2025-01-23 03:11:39 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9254444444, 47.4490583333)"
Lomatium cuspidatum,2022-08-04 11:28:00 -0700,,"Kittitas County, WA, USA",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/129555959,https://inaturalist-open-data.s3.amazonaws.com/photos/220184278/medium.jpeg,jhorthos,129555959,Wenatchee Desertparsley,Plantae,164725,1,0,2022/08/04 11:28 AM,2022-08-04,2022-08-04 18:28:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-08-05 16:06:28 UTC,2025-01-23 03:11:43 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9248583333, 47.4484055556)"
Lomatium cuspidatum,2022-08-04 11:15:00 -0700,,"Kittitas County, WA, USA",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/129554985,https://inaturalist-open-data.s3.amazonaws.com/photos/220182605/medium.jpeg,jhorthos,129554985,Wenatchee Desertparsley,Plantae,164725,1,0,2022/08/04 11:15 AM,2022-08-04,2022-08-04 18:15:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-08-05 15:57:58 UTC,2025-01-23 03:11:49 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9258888889, 47.4475944444)"
Lomatium cuspidatum,2022-08-04 12:31:00 -0700,"I don't usually see L. cuspidatum on such uniformly red serpentine (which I think is the more weathered form of serpentinite), but when it does grow there it sure stands out. on the green-grey-mixed serpentine it can be quite hard to see because the color matches and the plant is small.","Kittitas County, WA, USA",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/129490729,https://inaturalist-open-data.s3.amazonaws.com/photos/220062882/medium.jpeg,jhorthos,129490729,Wenatchee Desertparsley,Plantae,164725,1,0,2022/08/04 12:31 PM,2022-08-04,2022-08-04 19:31:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-08-05 01:53:31 UTC,2025-01-23 03:12:37 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9240333333, 47.4489222222)"
Lomatium cuspidatum,2022-08-04 10:05:00 -0700,,"Kittitas County, WA, USA",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/129488212,https://inaturalist-open-data.s3.amazonaws.com/photos/220057363/medium.jpeg,jhorthos,129488212,Wenatchee Desertparsley,Plantae,164725,1,0,2022/08/04 10:05 AM,2022-08-04,2022-08-04 17:05:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-08-05 01:25:06 UTC,2025-01-23 03:12:49 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9310916667, 47.4441111111)"
Lomatium cuspidatum,2022-08-02 11:01:37 -0700,,"Okanogan - Wenatchee National Forest, Cle Elum, WA, US",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/129366637,https://inaturalist-open-data.s3.amazonaws.com/photos/219835943/medium.jpg,jareddodson,129366637,Wenatchee Desertparsley,Plantae,164725,1,0,2022-08-02 11:01:37-07:00,2022-08-02,2022-08-02 18:01:37 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,3448676,,2022-08-04 02:54:46 UTC,2025-01-23 03:13:10 UTC,research,CC-BY-NC,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.819, 47.4181583333)"
Lomatium cuspidatum,2022-08-02 10:35:32 -0700,,"Okanogan - Wenatchee National Forest, Cle Elum, WA, US",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/129366438,https://inaturalist-open-data.s3.amazonaws.com/photos/219835541/medium.jpg,jareddodson,129366438,Wenatchee Desertparsley,Plantae,164725,1,0,2022-08-02 10:35:32-07:00,2022-08-02,2022-08-02 17:35:32 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,3448676,,2022-08-04 02:52:25 UTC,2025-01-23 03:13:22 UTC,research,CC-BY-NC,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.820695, 47.4144033333)"
Lomatium cuspidatum,2022-07-23 16:14:00 -0700,fruits (seed pods) of Lomatium cuspidatum,"Kittitas County, WA, USA",,Wenatchee Desertparsley,https://www.inaturalist.org/observations/127684411,https://inaturalist-open-data.s3.amazonaws.com/photos/216796592/medium.jpeg,jhorthos,127684411,Wenatchee Desertparsley,Plantae,164725,1,0,2022/07/23 4:14 PM,2022-07-23,2022-07-23 23:14:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-07-24 15:10:33 UTC,2025-01-23 03:14:02 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9338222222, 47.4495472222)"
